TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Cluster
0.007207441957422414,0.8387096774193548,0.24482758620689654,0.33683185966818,1.0,0.0,0.0,0.0,1
0.1959402767282487,0.8064516129032258,0.45172413793103444,0.9180546275595326,1.0,0.0,0.0,0.0,1
0.0656799645621075,0.016129032258064557,0.1586206896551724,0.06863734931174438,0.0,0.0,0.0,1.0,2
0.0960158428225239,0.12903225806451613,0.05172413793103449,0.569197956003802,0.0,0.0,0.0,1.0,2
0.006873908851655939,0.12903225806451613,0.6482758620689656,0.4925911187531677,0.0,0.0,0.0,1.0,2
0.04788805795137713,0.0,0.5586206896551724,0.045737843102722775,0.0,0.0,0.0,1.0,2
0.003554212158323996,0.30645161290322587,0.44482758620689655,0.8883303734554748,1.0,0.0,0.0,0.0,1
0.08919925997342157,0.7903225806451613,0.9689655172413792,0.18115460779713835,0.0,0.0,1.0,0.0,3
0.05522578627823957,0.532258064516129,0.26206896551724135,0.6045605421617909,0.0,1.0,0.0,0.0,1
0.4250983662089272,0.5967741935483871,0.3793103448275862,0.06188385358620237,1.0,0.0,0.0,0.0,1
0.009130468770357246,0.5483870967741935,0.16896551724137931,0.5040264197666963,0.0,1.0,0.0,0.0,1
0.09889256585975975,0.04838709677419356,0.5620689655172414,0.09595919536134934,0.0,0.0,0.0,1.0,2
0.2575813638377153,0.09677419354838712,0.3482758620689655,0.10209024288923516,0.0,0.0,0.0,1.0,2
0.40727519086953123,0.12903225806451613,0.3896551724137931,0.005944850820811549,0.0,0.0,0.0,1.0,2
0.08689058550694426,0.0,0.4275862068965517,0.013355076448200345,0.0,0.0,0.0,1.0,2
0.2424316647992287,0.29032258064516125,0.4103448275862069,0.22614430312017286,0.0,1.0,0.0,0.0,1
0.2895171587148552,0.016129032258064557,0.5103448275862069,0.06923627084966197,0.0,0.0,0.0,1.0,2
0.2567527425280767,0.33870967741935487,0.7724137931034483,0.3366812890458528,0.0,1.0,0.0,0.0,1
0.00959949970034135,0.6612903225806451,0.3310344827586207,0.5274757776233234,0.0,0.0,1.0,0.0,3
0.037115980926075515,0.0,0.5482758620689655,0.4347283074114356,0.0,0.0,0.0,1.0,2
0.030778851916512494,0.8548387096774193,0.09655172413793102,0.3797633083592239,0.0,0.0,1.0,0.0,3
0.04456314980326758,0.32258064516129037,0.2862068965517241,0.607992073532239,1.0,0.0,0.0,0.0,1
0.027068296114860464,0.33870967741935487,0.3793103448275862,0.5964801428269905,0.0,1.0,0.0,0.0,1
0.18009745420434112,0.06451612903225812,0.4551724137931034,0.0874687599568185,0.0,0.0,0.0,1.0,2
0.07571201500898975,0.04838709677419356,0.296551724137931,0.12299132740103008,0.0,0.0,0.0,1.0,2
0.0037678818042056438,0.7580645161290323,0.9172413793103449,0.23751305729615496,0.0,0.0,1.0,0.0,3
0.128550954999088,0.08064516129032262,0.5103448275862069,0.03845600581847905,0.0,0.0,0.0,1.0,2
0.020877087839070278,0.30645161290322587,0.29310344827586204,0.1737793360642184,0.0,1.0,0.0,0.0,1
0.06628449331630924,0.4193548387096775,0.6448275862068966,0.11231022387969408,1.0,0.0,0.0,0.0,1
0.029137243661568127,0.14516129032258068,0.9413793103448276,0.08405336115304833,0.0,0.0,0.0,1.0,2
0.014618130651171273,0.6612903225806451,0.034482758620689655,0.5534290442664186,1.0,0.0,0.0,0.0,1
0.03067462282096047,0.1774193548387097,0.8517241379310345,0.6535296039320443,1.0,0.0,0.0,0.0,1
0.20647262683378065,0.5,0.5448275862068966,0.6445565359077325,0.0,1.0,0.0,0.0,1
0.4573312140083904,0.06451612903225812,0.4827586206896552,0.020014465534787865,0.0,0.0,0.0,1.0,2
0.13289209682882977,0.435483870967742,0.13793103448275862,0.9891024512090688,1.0,0.0,0.0,0.0,1
0.06488261198113453,0.5,0.1206896551724138,0.3806929475140387,0.0,1.0,0.0,0.0,1
0.04058159835318029,0.12903225806451613,0.46551724137931033,0.05373220208190774,0.0,0.0,0.0,1.0,2
0.3382338379758709,0.9193548387096775,0.4379310344827586,0.3209446424418253,0.0,0.0,1.0,0.0,3
0.4143367120931808,0.7741935483870968,0.27586206896551724,0.5252246123814761,1.0,0.0,0.0,0.0,1
0.17477655887641036,0.5967741935483871,0.7103448275862069,0.061716478206919,0.0,0.0,1.0,0.0,3
0.17104515725564792,0.7258064516129032,0.3758620689655172,0.28382629527705666,0.0,0.0,1.0,0.0,3
0.017593871329181544,0.32258064516129037,0.031034482758620682,0.9486776000656059,1.0,0.0,0.0,0.0,1
0.12567944341662976,0.6290322580645161,0.36551724137931035,0.8910399724670863,1.0,0.0,0.0,0.0,1
0.028694270005472026,0.016129032258064557,0.36896551724137927,0.009446962170475522,0.0,0.0,0.0,1.0,2
0.1584542825129635,0.14516129032258068,0.07931034482758621,0.05158119319151912,0.0,0.0,0.0,1.0,2
0.22670349428042838,0.903225806451613,0.27586206896551724,0.3073274117851088,0.0,0.0,1.0,0.0,3
0.08558772181254397,0.12903225806451613,0.22413793103448276,0.09464573555765579,0.0,0.0,0.0,1.0,2
0.2657737707481043,0.016129032258064557,0.3275862068965517,0.04573918748327928,0.0,0.0,0.0,1.0,2
0.3265706021835995,0.12903225806451613,0.4413793103448276,0.011041397510476086,0.0,0.0,0.0,1.0,2
0.01133491414128254,0.3709677419354839,0.5689655172413793,0.08293752529115922,0.0,1.0,0.0,0.0,1
0.2215285196862704,0.8225806451612903,0.38275862068965516,0.2558551134186656,0.0,0.0,1.0,0.0,3
0.22112202621361754,0.532258064516129,0.8758620689655173,0.34164743082153753,0.0,1.0,0.0,0.0,1
0.044385960340829145,0.7903225806451613,0.46551724137931033,0.9950869612562968,1.0,0.0,0.0,0.0,1
0.08819866065612214,0.16129032258064518,0.4551724137931034,0.05496029372026398,0.0,0.0,0.0,1.0,2
0.05439195351382338,0.7096774193548387,0.27586206896551724,0.29418609184539085,0.0,0.0,1.0,0.0,3
0.16504156135185136,0.11290322580645162,0.2517241379310345,0.08219408284341866,0.0,0.0,0.0,1.0,2
0.03141464939937984,0.6290322580645161,0.14482758620689656,0.23080863146092492,0.0,0.0,1.0,0.0,3
0.15233082314928212,0.8064516129032258,0.17586206896551726,0.3049807955237505,0.0,0.0,1.0,0.0,3
0.20129765223962268,0.4838709677419355,0.06206896551724138,0.3716782036924756,0.0,1.0,0.0,0.0,1
0.058269275868358644,0.08064516129032262,0.1413793103448276,0.055727935018021424,0.0,0.0,0.0,1.0,2
0.2961461291919639,0.4516129032258065,0.489655172413793,0.3628926767557946,0.0,1.0,0.0,0.0,1
0.13744169684967558,0.9838709677419355,0.7482758620689656,0.2738348589812016,0.0,0.0,1.0,0.0,3
0.1820778070198296,0.4838709677419355,0.7448275862068966,0.4403095032917158,0.0,1.0,0.0,0.0,1
0.31328139250071657,0.6129032258064516,0.32413793103448274,0.5617521042916662,0.0,1.0,0.0,0.0,1
0.002871511582458243,0.5161290322580645,0.393103448275862,0.9334619009272195,1.0,0.0,0.0,0.0,1
0.10478672121322667,0.3870967741935484,0.6068965517241379,0.16695996569140822,0.0,1.0,0.0,0.0,1
0.1553847356489564,0.6129032258064516,0.7413793103448276,0.1958426375671014,0.0,0.0,1.0,0.0,3
0.2714125648174688,0.11290322580645162,0.4068965517241379,0.12436662871032231,0.0,0.0,0.0,1.0,2
0.06098444380748886,0.6774193548387097,0.020689655172413793,0.2396035690615014,0.0,1.0,0.0,0.0,1
0.09842353492977564,0.22580645161290325,0.32068965517241377,0.05886773580771057,0.0,1.0,0.0,0.0,1
0.06946348073064595,0.4193548387096775,0.7241379310344828,0.25173727577412797,0.0,1.0,0.0,0.0,1
0.07449774604580868,0.27419354838709675,0.43103448275862066,0.4217032763898542,0.0,1.0,0.0,0.0,1
0.012773275659900461,0.7096774193548387,0.15517241379310343,0.38750156284239695,0.0,0.0,1.0,0.0,3
0.12177085233342885,0.12903225806451613,0.9310344827586207,0.4326465341197063,0.0,0.0,0.0,1.0,2
0.6317586054147015,0.03225806451612906,0.04827586206896552,0.03392544334309802,0.0,0.0,0.0,1.0,2
0.12083279047346066,0.30645161290322587,0.1413793103448276,0.44288063110600845,0.0,1.0,0.0,0.0,1
0.08461839122391014,0.06451612903225812,0.35517241379310344,0.035822364308309484,0.0,0.0,0.0,1.0,2
0.04756494775516586,0.4193548387096775,0.20344827586206898,0.979703886738627,1.0,0.0,0.0,0.0,1
0.0625530916955468,0.016129032258064557,0.23103448275862065,0.08477260475077203,0.0,0.0,0.0,1.0,2
0.0906741016754827,0.5161290322580645,0.19655172413793104,0.7008988528400713,1.0,0.0,0.0,0.0,1
0.09560413789509341,0.32258064516129037,0.3172413793103448,0.030333930686427268,0.0,1.0,0.0,0.0,1
